raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
CZKD 081700Z AUTO 32009KT 24/09 RMK AO1 SLP099 T02410090 53004,CZKD,2023-06-08T17:00:00Z,56.03,-96.52,24.1,9.0,320,9,,,,1009.9,,TRUE,TRUE,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,METAR,190.0
CZHY 081700Z AUTO 34005KT 12/07 RMK AO1 SLP202 T01200066 52006,CZHY,2023-06-08T17:00:00Z,60.83,-115.78,12.0,6.6,340,5,,,,1020.2,,TRUE,TRUE,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,SPECI,159.0
CZFS 081700Z AUTO 11002KT 15/08 RMK AO1 SLP191 T01470080 57002,CZFS,2023-06-08T17:00:00Z,61.77,-121.23,14.7,8.0,110,2,,,,1019.1,,TRUE,TRUE,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,SPECI,174.0
CZFM 081700Z 31008KT 280V340 8SM OVC006 05/03 A2990 RMK SC8 SLP130,CZFM,2023-06-08T17:00:00Z,67.4,-134.87,5.0,3.0,310,8,,8.0,29.899607,1013.0,,,,,,,,,,OVC,600,,,,,,,IFR,,,,,,,,,,,,METAR,33.0
CZFA 081700Z 13013KT 090V150 30SM FEW150 SCT200 BKN240 18/06 A2988 RMK AC1CI2CI4 FU SLP130 DENSITY ALT 3300FT,CZFA,2023-06-08T17:00:00Z,62.2,-133.38,18.0,6.0,130,13,,30.0,29.878937,1013.0,,,,,,,,,,FEW,15000,SCT,20000,BKN,24000,,,VFR,,,,,,,,,,,,METAR,702.0
CZEV 081700Z AUTO 36006KT 07/04 RMK AO1 SLP139 T00700036 56002,CZEV,2023-06-08T17:00:00Z,68.32,-133.48,7.0,3.6,360,6,,,,1013.9,,TRUE,TRUE,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,SPECI,92.0
CZEM 081700Z 32012KT 15SM FEW040 17/08 A2993 RMK FU1CU1 CU TR SLP136 DENSITY ALT 300FT,CZEM,2023-06-08T17:00:00Z,52.22,-78.52,17.0,8.0,320,12,,15.0,29.929134,1013.6,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,9.0
CZEL 081700Z AUTO 01006KT 16/06 RMK AO1 SLP093 T01610058 55001,CZEL,2023-06-08T17:00:00Z,43.65,-80.42,16.1,5.8,10,6,,,,1009.3,,TRUE,TRUE,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,METAR,370.0
CZDB 081700Z AUTO 14001KT 15/09 RMK AO1 SLP083 T01540091 58001,CZDB,2023-06-08T17:00:00Z,45.42,-63.47,15.4,9.1,140,1,,,,1008.3,,TRUE,TRUE,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,METAR,38.0
CZCR 081700Z AUTO 09007KT 10/10 RMK AO1 3008 SLP101 T00950095 50015,CZCR,2023-06-08T17:00:00Z,47.98,-66.33,9.5,9.5,90,7,,,,1010.1,,TRUE,TRUE,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,METAR,39.0
CZCP 081700Z AUTO 28009KT ////SM ////// 03/00 A2985,CZCP,2023-06-08T17:00:00Z,70.17,-124.68,3.0,0.0,280,9,,,29.84941,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,23.0
CYZY 081700Z AUTO 36007KT 320V040 5SM HZ CLR 19/07 A2996 RMK SLP147 DENSITY ALT 3300FT,CYZY,2023-06-08T17:00:00Z,55.3,-123.13,19.0,7.0,360,7,,5.0,29.958662,1014.7,,TRUE,,,,,,,HZ,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,694.0
CYZX 081700Z 06002KT 15SM BKN030 OVC050 16/10 A2975 RMK SC5SC3 DENSITY ALT 571FT SLP075,CYZX,2023-06-08T17:00:00Z,44.98,-64.92,16.0,10.0,60,2,,15.0,29.749016,1007.5,,,,,,,,,,BKN,3000,OVC,5000,,,,,MVFR,,,,,,,,,,,,METAR,28.0
CYZW 081700Z 18005KT 40SM OVC250 15/04 A2991 RMK CI8 SLP139 DENSITY ALT 2800FT,CYZW,2023-06-08T17:00:00Z,60.17,-132.75,15.0,4.0,180,5,,40.0,29.911417,1013.9,,,,,,,,,,OVC,25000,,,,,,,VFR,,,,,,,,,,,,METAR,700.0
CYZV 081700Z 08005KT 3SM -RA BR FEW002 FEW007 BKN012 OVC026 11/11 A2992 RMK ST1SF2SC5SC1 ST TR VIS VRB 2-4 SLP135,CYZV,2023-06-08T17:00:00Z,50.22,-66.27,11.0,11.0,80,5,,3.0,29.920275,1013.5,,,,,,,,,-RA BR,FEW,200,FEW,700,BKN,1200,OVC,2600,MVFR,,,,,,,,,,,,METAR,43.0
CYZU 081700Z CCA 06005KT 040V130 10SM BKN240 20/09 A3008 RMK CI5 FU SLP188 DENSITY ALT 3600FT,CYZU,2023-06-08T17:00:00Z,54.15,-115.78,20.0,9.0,60,5,,10.0,30.079725,1018.8,,,,,,,,,,BKN,24000,,,,,,,VFR,,,,,,,,,,,,METAR,785.0
CYZS 081700Z 14006KT 3/4SM -DZ BR OVC002 03/03 A2967 RMK ST8 SLP053,CYZS,2023-06-08T17:00:00Z,64.2,-83.35,3.0,3.0,140,6,,0.75,29.66929,1005.3,,,,,,,,,-DZ BR,OVC,200,,,,,,,LIFR,,,,,,,,,,,,METAR,60.0
CYZR 081700Z AUTO 36010KT 9SM BKN130 18/11 A2984 RMK SLP108 DENSITY ALT 1200FT,CYZR,2023-06-08T17:00:00Z,43.0,-82.3,18.0,11.0,360,10,,9.0,29.840551,1010.8,,TRUE,,,,,,,,BKN,13000,,,,,,,VFR,,,,,,,,,,,,METAR,181.0
CYZP 081700Z AUTO 13003KT 100V160 9SM FEW130 15/10 A2990 RMK SLP128,CYZP,2023-06-08T17:00:00Z,53.25,-131.82,15.0,10.0,130,3,,9.0,29.899607,1012.8,,TRUE,,,,,,,,FEW,13000,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
CYZH 081700Z AUTO 09006KT 030V110 5SM HZ CLR 20/06 A3009 RMK SLP198 DENSITY ALT 2800FT,CYZH,2023-06-08T17:00:00Z,55.28,-114.77,20.0,6.0,90,6,,5.0,30.088583,1019.8,,TRUE,,,,,,,HZ,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,583.0
CYZG 081700Z 20023G29KT 12SM OVC082 10/04 A2991 RMK AS8 SLP142,CYZG,2023-06-08T17:00:00Z,62.17,-75.67,10.0,4.0,200,23,29,12.0,29.911417,1014.2,,,,,,,,,,OVC,8200,,,,,,,VFR,,,,,,,,,,,,METAR,217.0
CYZF 081700Z 35008KT 310V020 15SM BKN016 OVC040 12/08 A3007 RMK SC6SC2 SLP193,CYZF,2023-06-08T17:00:00Z,62.47,-114.45,12.0,8.0,350,8,,15.0,30.070866,1019.3,,,,,,,,,,BKN,1600,OVC,4000,,,,,MVFR,,,,,,,,,,,,METAR,202.0
CYYZ 081700Z 36009KT 10SM SCT040 BKN082 19/08 A2977 RMK CU3AC4 FU SLP084 DENSITY ALT 1400FT,CYYZ,2023-06-08T17:00:00Z,43.67,-79.62,19.0,8.0,360,9,,10.0,29.769686,1008.4,,,,,,,,,,SCT,4000,BKN,8200,,,,,VFR,,,,,,,,,,,,METAR,171.0
CYYY 081700Z 05019G26KT 1/2SM R06/2800V4500FT/N -DZ FG OVC002 08/08 A2984 RMK SF8 SLP109,CYYY,2023-06-08T17:00:00Z,48.6,-68.22,8.0,8.0,50,19,26,0.5,29.840551,1010.9,,,,,,,,,-DZ FG,OVC,200,,,,,,,LIFR,,,,,,,,,,,,METAR,43.0
CYYW 081700Z AUTO VRB05KT 9SM CLR 22/02 A2999 RMK SLP154 DENSITY ALT 2000FT,CYYW,2023-06-08T17:00:00Z,50.3,-88.9,22.0,2.0,0,5,,9.0,29.991142,1015.4,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,320.0
CYYU 081700Z 03010G19KT 340V080 8SM FEW032 SCT260 20/06 A2991 RMK CU1CI3 FU SLP134 DENSITY ALT 1600FT,CYYU,2023-06-08T17:00:00Z,49.42,-82.47,20.0,6.0,30,10,19,8.0,29.911417,1013.4,,,,,,,,,,FEW,3200,SCT,26000,,,,,VFR,,,,,,,,,,,,METAR,228.0
CYYT 081700Z 13009KT 15SM FEW020 BKN120 17/12 A2985 RMK SC2AC3 SLP113 DENSITY ALT 1000FT,CYYT,2023-06-08T17:00:00Z,47.62,-52.73,17.0,12.0,130,9,,15.0,29.84941,1011.3,,,,,,,,,,FEW,2000,BKN,12000,,,,,VFR,,,,,,,,,,,,METAR,128.0
CYYQ 081700Z 30010KT 6SM FU FEW120 SCT250 20/10 A2969 RMK AC1CI3 SLP057 DENSITY ALT 1100FT,CYYQ,2023-06-08T17:00:00Z,58.75,-94.07,20.0,10.0,300,10,,6.0,29.68996,1005.7,,,,,,,,,FU,FEW,12000,SCT,25000,,,,,VFR,,,,,,,,,,,,METAR,20.0
CYYN 081700Z AUTO 02015KT 9SM CLR 25/16 A3001 RMK SLP154 DENSITY ALT 4300FT,CYYN,2023-06-08T17:00:00Z,50.28,-107.68,25.0,16.0,20,15,,9.0,30.008858,1015.4,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,814.0
CYYL 081700Z AUTO 31012G18KT 260V340 9SM CLR 20/08 A2990 RMK SLP133 DENSITY ALT 2100FT,CYYL,2023-06-08T17:00:00Z,56.87,-101.07,20.0,8.0,310,12,18,9.0,29.899607,1013.3,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,351.0
CYYJ 081700Z 12003KT 050V140 30SM BKN250 18/08 A2995 RMK CI6 SLP144 DENSITY ALT 400FT,CYYJ,2023-06-08T17:00:00Z,48.63,-123.42,18.0,8.0,120,3,,30.0,29.949802,1014.4,,,,,,,,,,BKN,25000,,,,,,,VFR,,,,,,,,,,,,SPECI,16.0
CYYH 081700Z 02013KT 15SM BKN007 BKN011 OVC035 02/01 A2982 RMK ST5ST2SC1 CIG RAG SLP104,CYYH,2023-06-08T17:00:00Z,69.53,-93.57,2.0,1.0,20,13,,15.0,29.819881,1010.4,,,,,,,,,,BKN,700,BKN,1100,OVC,3500,,,IFR,,,,,,,,,,,,METAR,19.0
CYYG 081700Z 19004KT 15SM FEW020 SCT024 OVC058 15/10 A2978 RMK CU2SC2SC4 SLP086 DENSITY ALT 400FT,CYYG,2023-06-08T17:00:00Z,46.28,-63.12,15.0,10.0,190,4,,15.0,29.778543,1008.6,,,,,,,,,,FEW,2000,SCT,2400,OVC,5800,,,VFR,,,,,,,,,,,,METAR,48.0
CYYF 081700Z 34009KT 15SM FEW180 SCT230 23/05 A2988 RMK AC1CI4 AC TR FU SLP116 DENSITY ALT 2400FT,CYYF,2023-06-08T17:00:00Z,49.47,-119.6,23.0,5.0,340,9,,15.0,29.878937,1011.6,,,,,,,,,,FEW,18000,SCT,23000,,,,,VFR,,,,,,,,,,,,METAR,342.0
CYYE 081700Z 11003KT 020V150 4SM FU VV018 16/08 A3003 RMK FU8 SLP178 DENSITY ALT 1600FT,CYYE,2023-06-08T17:00:00Z,58.83,-122.58,16.0,8.0,110,3,,4.0,30.029528,1017.8,,,,,,,,,FU,OVX,0,,,,,,,LIFR,,,,,,,,,,,1800,METAR,379.0
CYYD 081700Z VRB02KT 25SM FEW210 18/06 A2993 RMK CI2 SLP136 DENSITY ALT 2500FT,CYYD,2023-06-08T17:00:00Z,54.82,-127.18,18.0,6.0,0,2,,25.0,29.929134,1013.6,,,,,,,,,,FEW,21000,,,,,,,VFR,,,,,,,,,,,,METAR,527.0
CYYC 081700Z 20004KT 080V250 20SM FEW075 BKN250 26/07 A3006 RMK ACC1CI6 ACC TR POSS CB TOPS NE AND SW SLP161 DENSITY ALT 5600FT,CYYC,2023-06-08T17:00:00Z,51.12,-114.02,26.0,7.0,200,4,,20.0,30.059055,1016.1,,,,,,,,,,FEW,7500,BKN,25000,,,,,VFR,,,,,,,,,,,,SPECI,1085.0
CYYB 081700Z 03004KT 340V070 25SM SCT040 OVC060 16/08 A2981 RMK CU4SC4 SLP102 DENSITY ALT 1800FT,CYYB,2023-06-08T17:00:00Z,46.35,-79.42,16.0,8.0,30,4,,25.0,29.811024,1010.2,,,,,,,,,,SCT,4000,OVC,6000,,,,,VFR,,,,,,,,,,,,METAR,360.0
CYXZ 081700Z 33004G15KT 300V070 15SM FEW040 SCT220 21/05 A2993 RMK CU1CS2 SLP140 DENSITY ALT 1800FT,CYXZ,2023-06-08T17:00:00Z,47.97,-84.77,21.0,5.0,330,4,15,15.0,29.929134,1014.0,,,,,,,,,,FEW,4000,SCT,22000,,,,,VFR,,,,,,,,,,,,METAR,287.0
CYXY 081700Z 18012KT 40SM FEW180 BKN250 16/05 A2986 RMK AC1CI6 AC TR SLP124 DENSITY ALT 3100FT,CYXY,2023-06-08T17:00:00Z,60.72,-135.07,16.0,5.0,180,12,,40.0,29.861221,1012.4,,,,,,,,,,FEW,18000,BKN,25000,,,,,VFR,,,,,,,,,,,,SPECI,677.0
CYXX 081700Z 21006KT 190V260 30SM FEW200 BKN240 19/12 A2996 RMK CC1CI5 CC TR SLP145 DENSITY ALT 700FT,CYXX,2023-06-08T17:00:00Z,49.03,-122.38,19.0,12.0,210,6,,30.0,29.958662,1014.5,,,,,,,,,,FEW,20000,BKN,24000,,,,,VFR,,,,,,,,,,,,SPECI,54.0
CYXU 081700Z 30009G16KT 270V350 12SM FEW061 BKN095 18/08 A2980 RMK SC2AC4 SLP093 DENSITY ALT 1700FT,CYXU,2023-06-08T17:00:00Z,43.03,-81.15,18.0,8.0,300,9,16,12.0,29.799213,1009.3,,,,,,,,,,FEW,6100,BKN,9500,,,,,VFR,,,,,,,,,,,,SPECI,278.0
CYXT 081700Z VRB02KT 20SM BKN230 18/07 A2994 RMK CI5 SLP142 DENSITY ALT 1300FT,CYXT,2023-06-08T17:00:00Z,54.47,-128.57,18.0,7.0,0,2,,20.0,29.940945,1014.2,,,,,,,,,,BKN,23000,,,,,,,VFR,,,,,,,,,,,,METAR,213.0
CYXS 081700Z AUTO VRB03KT 9SM CLR 20/07 A2992 RMK SLP138 DENSITY ALT 3400FT,CYXS,2023-06-08T17:00:00Z,53.88,-122.68,20.0,7.0,0,3,,9.0,29.920275,1013.8,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,685.0
CYXR 081700Z AUTO 36012KT 9SM SCT046 OVC066 17/08 A2985 RMK SLP112 DENSITY ALT 1400FT,CYXR,2023-06-08T17:00:00Z,47.7,-79.85,17.0,8.0,360,12,,9.0,29.84941,1011.2,,TRUE,,,,,,,,SCT,4600,OVC,6600,,,,,VFR,,,,,,,,,,,,METAR,244.0
CYXQ 081700Z VRB02KT 30SM OVC250 16/04 A2970 RMK CI8 /FU/ SLP064 DENSITY ALT 3100FT,CYXQ,2023-06-08T17:00:00Z,62.42,-140.87,16.0,4.0,0,2,,30.0,29.698818,1006.4,,,,,,,,,,OVC,25000,,,,,,,VFR,,,,,,,,,,,,METAR,663.0
CYXP 081700Z 09004KT 15SM FEW002 FEW035 BKN048 OVC060 03/02 A2995 RMK SF1SC2SC5SC1 SF TR SLP146,CYXP,2023-06-08T17:00:00Z,66.15,-65.72,3.0,2.0,90,4,,15.0,29.949802,1014.6,,,,,,,,,,FEW,200,FEW,3500,BKN,4800,OVC,6000,VFR,,,,,,,,,,,,METAR,29.0
CYXN 081700Z VRB02KT 3/8SM FG VV002 05/05 A2952 RMK FG8 SLP999,CYXN,2023-06-08T17:00:00Z,62.23,-92.58,5.0,5.0,0,2,,0.38,29.518702,999.9,,,,,,,,,FG,OVX,0,,,,,,,LIFR,,,,,,,,,,,200,METAR,9.0
CYXL 081700Z CCA 22005KT 180V260 15SM FEW140 OVC250 22/07 A2999 RMK AC1CS7 SLP163 DENSITY ALT 2300FT,CYXL,2023-06-08T17:00:00Z,50.12,-91.9,22.0,7.0,220,5,,15.0,29.991142,1016.3,,,,,,,,,,FEW,14000,OVC,25000,,,,,VFR,,,,,,,,,,,,METAR,381.0
CYXJ 081700Z 09008KT 4SM FU BKN030 BKN240 20/07 A3006 RMK FU5SC1CI1 SC TR SLP185 DENSITY ALT 3200FT,CYXJ,2023-06-08T17:00:00Z,56.25,-120.73,20.0,7.0,90,8,,4.0,30.059055,1018.5,,,,,,,,,FU,BKN,3000,BKN,24000,,,,,MVFR,,,,,,,,,,,,METAR,700.0
CYXH 081700Z 06011KT 30SM FEW052 BKN300 27/14 A2999 RMK CU1CI7 CU TR SLP146 DENSITY ALT 4200FT,CYXH,2023-06-08T17:00:00Z,50.02,-110.72,27.0,14.0,60,11,,30.0,29.991142,1014.6,,,,,,,,,,FEW,5200,BKN,30000,,,,,VFR,,,,,,,,,,,,METAR,717.0
CYXE 081700Z 03008KT 15SM BKN300 27/12 A2999 RMK CI7 SLP156 DENSITY ALT 3400FT,CYXE,2023-06-08T17:00:00Z,52.17,-106.7,27.0,12.0,30,8,,15.0,29.991142,1015.6,,,,,,,,,,BKN,30000,,,,,,,VFR,,,,,,,,,,,,METAR,504.0
CYXC 081700Z 03005KT 300V080 25SM FEW080 FEW120 BKN240 26/04 A2999 RMK CU1AC1CI3 CB TOPS DIST E-SE+SW SLP134 DENSITY ALT 5000FT,CYXC,2023-06-08T17:00:00Z,49.6,-115.78,26.0,4.0,30,5,,25.0,29.991142,1013.4,,,,,,,,,,FEW,8000,FEW,12000,BKN,24000,,,VFR,,,,,,,,,,,,METAR,928.0
CYWL 081700Z VRB03KT 15SM FEW230 22/M00 A2997 RMK CI2 SLP139 DENSITY ALT 4600FT,CYWL,2023-06-08T17:00:00Z,52.18,-122.07,22.0,0.0,0,3,,15.0,29.970472,1013.9,,,,,,,,,,FEW,23000,,,,,,,VFR,,,,,,,,,,,,METAR,942.0
CYWJ 081700Z 10011G19KT 30SM BKN210 11/04 A3000 RMK CI6 SLP171,CYWJ,2023-06-08T17:00:00Z,65.22,-123.43,11.0,4.0,100,11,19,30.0,30.0,1017.1,,,,,,,,,,BKN,21000,,,,,,,VFR,,,,,,,,,,,,METAR,208.0
CYWH 081700Z 20009KT 150V230 15SM BKN240 14/08 A2996 RMK CI5 SLP149,CYWH,2023-06-08T17:00:00Z,48.42,-123.38,14.0,8.0,200,9,,15.0,29.958662,1014.9,,,,,,,,,,BKN,24000,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
CYWG 081700Z 21005KT 150V230 15SM FEW054 BKN180 OVC260 23/18 A2991 RMK SC2AC3CI3 SLP131 DENSITY ALT 2000FT,CYWG,2023-06-08T17:00:00Z,49.9,-97.23,23.0,18.0,210,5,,15.0,29.911417,1013.1,,,,,,,,,,FEW,5400,BKN,18000,OVC,26000,,,VFR,,,,,,,,,,,,SPECI,238.0
CYWE 081700Z AUTO 10005KT 9SM OVC018 08/03 A3009 RMK SLP212,CYWE,2023-06-08T17:00:00Z,64.18,-114.08,8.0,3.0,100,5,,9.0,30.088583,1021.2,,TRUE,,,,,,,,OVC,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,374.0
CYWA 081700Z 36006KT 9SM BKN040 OVC050 16/08 A2978 RMK SC5SC3 DENSITY ALT 993FT SLP087,CYWA,2023-06-08T17:00:00Z,45.95,-77.32,16.0,8.0,360,6,,9.0,29.778543,1008.7,,,,,,,,,,BKN,4000,OVC,5000,,,,,VFR,,,,,,,,,,,,METAR,121.0
CYVV 081700Z 02009KT 340V050 15SM SCT032TCU SCT120 BKN200 BKN250 18/07 A2982 RMK TCU3AC1FU1CC1 CC TR SLP102 DENSITY ALT 1400FT,CYVV,2023-06-08T17:00:00Z,44.75,-81.1,18.0,7.0,20,9,,15.0,29.819881,1010.2,,,,,,,,,,SCT,3200,SCT,12000,BKN,20000,BKN,25000,VFR,,,,,,,,,,,,METAR,221.0
CYVR 081700Z 12012KT 20SM SCT230 19/11 A2996 RMK CI3 SLP148 DENSITY ALT 500FT,CYVR,2023-06-08T17:00:00Z,49.17,-123.17,19.0,11.0,120,12,,20.0,29.958662,1014.8,,,,,,,,,,SCT,23000,,,,,,,VFR,,,,,,,,,,,,SPECI,2.0
CYVQ 081700Z 12012KT 30SM BKN180 16/08 A2989 RMK AC7 SLP127,CYVQ,2023-06-08T17:00:00Z,65.27,-126.78,16.0,8.0,120,12,,30.0,29.890747,1012.7,,,,,,,,,,BKN,18000,,,,,,,VFR,,,,,,,,,,,,METAR,63.0
CYVP 081700Z 17005KT 120V230 15SM SCT240 19/M05 A3009 RMK CI4 SLP192 DENSITY ALT 500FT,CYVP,2023-06-08T17:00:00Z,58.12,-68.42,19.0,-5.0,170,5,,15.0,30.088583,1019.2,,,,,,,,,,SCT,24000,,,,,,,VFR,,,,,,,,,,,,SPECI,28.0
CYVO 081700Z CCA 03008KT 020V110 15SM FEW025 BKN055 BKN130 17/06 A2983 RMK CF1CU6FU1 CF TR SLP111 DENSITY ALT 1800FT,CYVO,2023-06-08T17:00:00Z,48.07,-77.77,17.0,6.0,30,8,,15.0,29.828741,1011.1,,,,,,,,,,FEW,2500,BKN,5500,BKN,13000,,,VFR,,,,,,,,,,,,SPECI,329.0
CYVM 081700Z 19004KT 180V250 15SM SCT010 BKN014 OVC080 03/01 A2985 RMK ST3SC2AS3 SLP110,CYVM,2023-06-08T17:00:00Z,67.55,-64.02,3.0,1.0,190,4,,15.0,29.84941,1011.0,,,,,,,,,,SCT,1000,BKN,1400,OVC,8000,,,MVFR,,,,,,,,,,,,SPECI,3.0
CYVL 081700Z AUTO 15011G18KT 9SM CLR 15/04 A2993 RMK SLP148 DENSITY ALT 1100FT,CYVL,2023-06-08T17:00:00Z,67.02,-126.13,15.0,4.0,150,11,18,9.0,29.929134,1014.8,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,261.0
CYVC 081700Z 25004KT 210V300 6SM FU BKN085 21/08 A3001 RMK FU4AC2 SLP168 DENSITY ALT 2100FT,CYVC,2023-06-08T17:00:00Z,55.15,-105.27,21.0,8.0,250,4,,6.0,30.008858,1016.8,,,,,,,,,FU,BKN,8500,,,,,,,VFR,,,,,,,,,,,,METAR,378.0
CYUY 081700Z 02007KT 12SM FEW050 BKN060 BKN140 17/07 A2985 RMK CU1CU5AC2 CU TR FU SLP114 DENSITY ALT 1600FT,CYUY,2023-06-08T17:00:00Z,48.2,-78.82,17.0,7.0,20,7,,12.0,29.84941,1011.4,,,,,,,,,,FEW,5000,BKN,6000,BKN,14000,,,VFR,,,,,,,,,,,,SPECI,304.0
CYUT 081700Z 11008KT 100V220 50SM BKN020 06/05 A2966 RMK SC5 SLP046,CYUT,2023-06-08T17:00:00Z,66.52,-86.22,6.0,5.0,110,8,,50.0,29.660433,1004.6,,,,,,,,,,BKN,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,22.0
CYUL 081700Z 05009KT 360V060 15SM FEW020 BKN040 OVC080 15/10 A2974 RMK CF1SC5AC2 SLP073 DENSITY ALT 400FT,CYUL,2023-06-08T17:00:00Z,45.47,-73.73,15.0,10.0,50,9,,15.0,29.740158,1007.3,,,,,,,,,,FEW,2000,BKN,4000,OVC,8000,,,VFR,,,,,,,,,,,,SPECI,31.0
CYUB 081700Z 06007KT 010V080 15SM FEW010 BKN110 BKN250 06/01 A2993 RMK ST1AC5CI2 ST TR SLP136,CYUB,2023-06-08T17:00:00Z,69.43,-133.02,6.0,1.0,60,7,,15.0,29.929134,1013.6,,,,,,,,,,FEW,1000,BKN,11000,BKN,25000,,,VFR,,,,,,,,,,,,METAR,5.0
CYUA 081700Z AUTO 33004KT 280V010 ////SM OVC003 00/00 A2996,CYUA,2023-06-08T17:00:00Z,68.92,-137.23,0.0,0.0,330,4,,,29.958662,,,TRUE,,,,,,,,OVC,300,,,,,,,,,,,,,,,,,,,METAR,25.0
CYTZ 081700Z AUTO 14008KT 120V200 9SM BKN046 BKN055 OVC072 16/10 A2977 RMK SLP084 DENSITY ALT 700FT,CYTZ,2023-06-08T17:00:00Z,43.63,-79.4,16.0,10.0,140,8,,9.0,29.769686,1008.4,,TRUE,,,,,,,,BKN,4600,BKN,5500,OVC,7200,,,VFR,,,,,,,,,,,,METAR,76.0
CYTS 081700Z 01005G15KT 330V040 15SM BKN060 19/07 A2990 RMK SC6 SLP132 DENSITY ALT 1700FT,CYTS,2023-06-08T17:00:00Z,48.57,-81.37,19.0,7.0,10,5,15,15.0,29.899607,1013.2,,,,,,,,,,BKN,6000,,,,,,,VFR,,,,,,,,,,,,METAR,290.0
CYTR 081700Z 35006KT 12SM SCT040 BKN090 18/08 A2976 RMK SC3AC3 DENSITY ALT 1050FT SLP077,CYTR,2023-06-08T17:00:00Z,44.12,-77.52,18.0,8.0,350,6,,12.0,29.760826,1007.7,,,,,,,,,,SCT,4000,BKN,9000,,,,,VFR,,,,,,,,,,,,SPECI,80.0
CYTQ 081700Z 03008KT 15SM BKN040 20/M01 A3007 RMK SC6 SLP185 DENSITY ALT 600FT,CYTQ,2023-06-08T17:00:00Z,58.67,-69.95,20.0,-1.0,30,8,,15.0,30.070866,1018.5,,,,,,,,,,BKN,4000,,,,,,,VFR,,,,,,,,,,,,METAR,14.0
CYTL 081700Z AUTO 18004KT 160V220 9SM BKN120 23/07 A2991 RMK SLP134 DENSITY ALT 1900FT,CYTL,2023-06-08T17:00:00Z,53.82,-89.88,23.0,7.0,180,4,,9.0,29.911417,1013.4,,TRUE,,,,,,,,BKN,12000,,,,,,,VFR,,,,,,,,,,,,SPECI,218.0
CYTH 081700Z 01009KT 15SM FEW080 SCT230 24/09 A2983 RMK AC1CI4 AC TR FU SLP107 DENSITY ALT 2100FT,CYTH,2023-06-08T17:00:00Z,55.8,-97.83,24.0,9.0,10,9,,15.0,29.828741,1010.7,,,,,,,,,,FEW,8000,SCT,23000,,,,,VFR,,,,,,,,,,,,METAR,212.0
CYTE 081700Z AUTO 23011G17KT 9SM OVC017 05/M01 A2977 RMK SLP088,CYTE,2023-06-08T17:00:00Z,64.22,-76.52,5.0,-1.0,230,11,17,9.0,29.769686,1008.8,,TRUE,,,,,,,,OVC,1700,,,,,,,MVFR,,,,,,,,,,,,SPECI,49.0
CYSY 081700Z 35018KT 15SM FEW070 SCT220 05/00 A2989 RMK AC1CI2 SLP132,CYSY,2023-06-08T17:00:00Z,72.0,-125.23,5.0,0.0,350,18,,15.0,29.890747,1013.2,,,,,,,,,,FEW,7000,SCT,22000,,,,,VFR,,,,,,,,,,,,METAR,83.0
CYSP 081700Z 35009KT 320V130 12SM FEW100 FEW260 21/00 A2996 RMK AC1CI1 HZ SLP153 DENSITY ALT 1900FT,CYSP,2023-06-08T17:00:00Z,48.75,-86.35,21.0,0.0,350,9,,12.0,29.958662,1015.3,,,,,,,,,,FEW,10000,FEW,26000,,,,,VFR,,,,,,,,,,,,METAR,312.0
